gene_symbol,phase_adrg,phase_aort,phase_bfat,phase_bstm,phase_cere,phase_hart,phase_hypo,phase_kdny,phase_livr,phase_lung,phase_musc,phase_wfat
Dazap1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
Dazap2,6,NULL,10,10,NULL,NULL,NULL,10,2,NULL,NULL,NULL
Dcaf8,NULL,8,NULL,NULL,NULL,NULL,NULL,9,4,NULL,NULL,11
Dgkd,9,8,9,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL
Dixdc1,NULL,NULL,NULL,NULL,NULL,9,NULL,6,NULL,8,NULL,NULL
Dpp8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Ebna1bp2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Entpd5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,11,NULL,NULL
Fam48a,NULL,NULL,NULL,0,NULL,NULL,0,22,22,NULL,NULL,NULL
Abca12,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL
Fign,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Fmo5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL
Ggps1,NULL,NULL,NULL,21,23,NULL,21,NULL,NULL,18,NULL,NULL
Gjc3,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,21,NULL,NULL,NULL
Gnpda1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
Gpaa1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Gpr126,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL
Gpr50,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Hif3a,NULL,NULL,NULL,13,13,NULL,13,NULL,NULL,NULL,NULL,NULL
Hist3h2a,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,14,18,NULL
Hmgb3,NULL,NULL,7,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL
Hmgcs1,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,2,NULL,1,0
Gpsm2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL
Grina,11,12,13,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL
Hat1,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,14,NULL,NULL
Hspa4l,19,21,22,NULL,20,NULL,NULL,21,19,18,NULL,21
Hunk,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,8,NULL,NULL
Chst1,10,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11
Chst3,NULL,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cisd1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL
Cnn3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,13,NULL,NULL,NULL
Cnot1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL
Cpsf4,7,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Ctdsp1,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ctsf,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL,13,NULL,NULL
Cyb5r4,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
D10Jhu81e,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL
Dach2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL
Dclre1a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL,NULL
Aebp1,15,NULL,NULL,12,NULL,14,NULL,19,NULL,NULL,NULL,NULL
Ak4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,14,NULL,NULL,NULL
Apobec2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
Arih2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL
Atad3a,10,9,9,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL
Atg10,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL
B4galt5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,10,NULL,NULL
Baat,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Bcap29,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL
Bloc1s3,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,23,NULL,NULL,NULL
Btg3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,2,NULL
C1galt1c1,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22
Caprin1,21,NULL,NULL,22,NULL,NULL,22,21,23,18,NULL,NULL
Car10,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Carhsp1,NULL,7,9,12,NULL,NULL,NULL,NULL,5,NULL,NULL,12
Cbx7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,9
Cdc40,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Cdc42ep4,NULL,NULL,NULL,10,8,13,NULL,13,NULL,12,NULL,NULL
Cerkl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL
Farsb,20,NULL,22,NULL,NULL,NULL,NULL,21,21,NULL,NULL,21
Fndc3a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Foxj2,NULL,22,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
Gabre,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Diap2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL
Dnajb9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,NULL
Dnajc11,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL
Drap1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Dync1li1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL
Elf2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL
Elmo2,NULL,NULL,NULL,5,NULL,1,NULL,NULL,23,22,NULL,2
Emp1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Erc2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,23,15,NULL,NULL
Etl4,NULL,2,2,NULL,NULL,0,NULL,0,NULL,5,NULL,4
Eya4,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,11,NULL,NULL,NULL
Acss2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Nags,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Ncapd2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Nek9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL
Nlrp2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20
Nupl2,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,22,NULL,NULL,NULL
Nxn,NULL,NULL,23,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL
Mapk4,NULL,NULL,NULL,12,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL
Mdm1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL
Med31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Mtus1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,9,NULL
Myl9,NULL,NULL,11,NULL,11,NULL,NULL,NULL,23,NULL,NULL,NULL
Myo1e,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,0,0,4,NULL
Slc25a15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Slc25a27,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Slc39a8,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Slc6a13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17
Smarca1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL
Smc6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL
Smcp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,11,NULL,NULL,NULL
Srp72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL
Ss18l1,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL
Ssbp3,NULL,NULL,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,16
Ssx2ip,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL
Strada,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Sult1c2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,8,NULL,NULL,NULL
Kctd10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Kdm3b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Kif18a,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Lars2,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Lpcat3,1,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,22,NULL,NULL
Osbpl11,9,NULL,NULL,NULL,NULL,18,NULL,NULL,21,NULL,NULL,NULL
Oxct1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,20,NULL,NULL
Pabpc4,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,11,NULL,NULL,NULL
Pde4c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Pdlim2,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Pdp1,NULL,NULL,23,NULL,NULL,10,NULL,NULL,NULL,17,10,NULL
Supv3l1,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL
Syt11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,22,NULL,NULL,NULL
Tnrc6b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL
Tox,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,12
Tra2a,NULL,NULL,NULL,20,19,NULL,NULL,19,21,NULL,NULL,NULL
Trak1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,12,NULL,NULL,NULL
Rcl1,7,NULL,9,NULL,NULL,NULL,6,NULL,8,NULL,8,12
Rgnef,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,0,NULL,NULL
Rnf135,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL
Rps21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,7,NULL,NULL
Sap130,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL
Sash1,NULL,NULL,NULL,0,NULL,1,2,2,NULL,NULL,2,23
Selenbp2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10,NULL,13,NULL,NULL
Sepw1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Phf6,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,19,NULL,NULL,NULL
Phkb,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Pom121,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL
Prcp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,21,NULL,NULL,NULL
Prelp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Ptprd,16,19,20,NULL,NULL,NULL,NULL,17,NULL,6,NULL,NULL
Zc3hc1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL
Zdhhc3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL
Zfp161,16,NULL,17,NULL,NULL,18,NULL,NULL,NULL,15,NULL,NULL
Zfp238,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Zfp384,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfp521,19,NULL,22,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Zfp64,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL
Zic4,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Trip12,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Tshz3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Ubap1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,11
Ubr2,15,15,15,NULL,NULL,17,NULL,NULL,14,14,NULL,15
Usp1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Vps11,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,9,NULL,NULL,NULL
Vps28,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL
Wls,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Wrap53,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL
Yipf5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Txndc12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,22
Uba6,NULL,NULL,NULL,21,NULL,4,NULL,21,19,NULL,NULL,0
Ubap2,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ube3c,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Ubr4,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL
Uggt1,NULL,NULL,22,22,NULL,NULL,NULL,20,18,NULL,NULL,NULL
Usp34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Usp6nl,NULL,NULL,5,NULL,NULL,7,NULL,NULL,1,NULL,NULL,NULL
Vps13a,16,19,20,NULL,17,NULL,20,16,14,15,NULL,18
Wbp11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL
Wnk2,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL,NULL,NULL
Suv420h1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
Taf1b,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,2,NULL,NULL,NULL
Tbx10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL
Tfg,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,NULL,NULL,NULL,NULL
Tinagl1,22,NULL,10,NULL,NULL,16,NULL,17,NULL,15,NULL,9
Tiparp,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,8,NULL
Tm4sf1,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,3,6,NULL,NULL
Tom1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Trim13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Sirt4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Slc25a11,8,NULL,NULL,NULL,NULL,NULL,NULL,8,12,NULL,NULL,NULL
Slc29a3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL
Slc35a1,20,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Slc4a8,NULL,10,12,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL
Snx27,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL
Spock2,NULL,NULL,NULL,NULL,NULL,16,NULL,NULL,NULL,13,NULL,NULL
Srp54a,NULL,NULL,0,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL
Stard3nl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Steap3,NULL,15,19,14,NULL,NULL,NULL,NULL,23,11,NULL,NULL
Stk17b,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,6,NULL,NULL
Stx16,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ndufa5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL
Ndufs6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Nek7,23,NULL,NULL,NULL,NULL,NULL,NULL,0,6,NULL,NULL,NULL
Ninl,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Oasl1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Ola1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Lrrfip1,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,23,NULL,NULL,NULL
Luc7l,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL,NULL,NULL
Maf1,NULL,6,7,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,5
Mcm8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,16,NULL,NULL
Mier1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL
Mlycd,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL
Mrps6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Msrb2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL
Mtch1,NULL,NULL,NULL,NULL,7,NULL,NULL,18,23,14,NULL,NULL
Mul1,NULL,NULL,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Opa3,NULL,19,19,NULL,NULL,21,NULL,19,18,NULL,NULL,NULL
Osta,NULL,NULL,NULL,NULL,NULL,NULL,8,11,NULL,NULL,NULL,NULL
P2rx5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL
Pan2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL
Pde4dip,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Pde8a,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Inpp5k,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,11,NULL,NULL
Itga11,NULL,19,20,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ivns1abp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL
Larp7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL,NULL
Letm1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,12,NULL,NULL
Lin9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL
Lman2,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,19,NULL,NULL,NULL
Lnp,NULL,NULL,23,NULL,NULL,NULL,NULL,22,NULL,10,NULL,NULL
Lpar4,NULL,23,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23
Lpcat1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,17
Zfand3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL,NULL
Zfand5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,2,NULL,NULL,NULL
Zfp655,NULL,7,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,6
Rasd2,NULL,12,NULL,NULL,12,NULL,NULL,NULL,NULL,11,NULL,NULL
Rffl,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Rgl2,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL
Rint1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL,NULL
Rmi1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Rnd2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Rph3al,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL
Rpl27a,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Rrp9,8,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Rtel1,NULL,NULL,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,NULL
Scfd1,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Senp6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL
Sepsecs,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Phtf1,NULL,NULL,NULL,21,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL
Pknox2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL
Plcl1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12
Pnrc2,20,NULL,NULL,NULL,NULL,NULL,NULL,22,23,NULL,NULL,NULL
Pop1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Pphln1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,NULL,NULL
Ppt2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL
Pstpip2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Ptpn14,NULL,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Rab3gap2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10
A4galt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Acy1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,NULL,NULL
Agpat5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,NULL,NULL,NULL
Aldh18a1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL
Amotl1,NULL,22,23,NULL,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL
Ampd3,NULL,NULL,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Angptl1,NULL,NULL,21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Ankfy1,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL
Ankrd27,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Arhgef9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9
Arih1,NULL,NULL,NULL,NULL,NULL,NULL,21,19,NULL,NULL,NULL,NULL
Atp5d,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,22,NULL,NULL,NULL
Atp6v1d,19,NULL,19,NULL,NULL,NULL,NULL,18,18,16,NULL,NULL
Aven,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,NULL
B4galt6,NULL,NULL,NULL,NULL,4,0,NULL,NULL,NULL,NULL,NULL,NULL
Gpr116,NULL,10,12,NULL,NULL,15,NULL,19,NULL,NULL,NULL,NULL
Grlf1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,NULL,NULL,NULL
Gys2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,23
Hbs1l,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,NULL,NULL,NULL
Hn1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL,NULL
Hn1l,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,22,NULL,NULL,NULL
Hs3st1,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,17,NULL,NULL
Ick,NULL,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Cic,NULL,NULL,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Clic5,NULL,NULL,NULL,NULL,NULL,18,NULL,NULL,NULL,15,NULL,NULL
Cox6a1,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,11,NULL,NULL,NULL
Cspg5,NULL,NULL,NULL,NULL,7,NULL,8,NULL,NULL,NULL,NULL,NULL
Dnajb2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,17,19,NULL,NULL,NULL
Dnajc1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,19,NULL,NULL,NULL
Dnajc6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,NULL,NULL,NULL
Dpm1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13,NULL,NULL
Dpp9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,NULL
Dyx1c1,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
E430025E21Rik,NULL,NULL,NULL,NULL,6,NULL,NULL,4,6,NULL,NULL,NULL
Ehd4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,20,21,NULL,NULL,NULL
Erlin1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL
Bcas3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,8,8,10,NULL,NULL
Bckdk,NULL,NULL,NULL,NULL,NULL,NULL,8,10,NULL,NULL,NULL,NULL
Brap,NULL,7,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
